Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->supportMetadataDeviceTypesApis()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->synchronousBtaSec()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->systemServerMessenger()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->unixFileSocketCreationFailure()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->useDspCodecWhenControllerDoesNotSupport()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->useEntireMessageHandle()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->useLeShimConnectionMapGuard()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->useNewAirplaneMode()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->useNewSatelliteMode()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->vcpMuteUnmute()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->a2dpConcurrentSourceSink()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->a2dpOffloadCodecExtensibility()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->airplaneRessourcesInApp()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->allowSwitchingHidAndHogp()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->apiGetConnectionStateSyncOnMain()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->apiGetConnectionStateUsingIdentityAddress()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->ashaAsrc()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->asymmetricPhyForUnidirectionalCis()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->audioHalVersionClass()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->audioRoutingCentralization()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->autoConnectOnHfpWhenNoA2dpDevice()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->autoConnectOnMultipleHfpWhenNoA2dpDevice()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->autoOnFeature()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->bluffsMitigation()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->brcmBetterLeScanParams()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->breakUhidPollingEarly()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->btSocketApiL2capCid()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->btSystemContextReport()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->btaDmDeferDeviceDiscoveryStateChangeUntilRnrComplete()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->btaDmDiscStuckInCancellingFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->channelSounding()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->channelSoundingInStack()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->closeRfcommInsteadOfReset()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->connectHidAfterServiceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->correctBondTypeOfLoadedDevices()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->delayBondingWhenBusy()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->divideLongSingleGapData()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->dumpsysUsePassedInFd()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->enableSniffOffload()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->encryptedAdvertisingData()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->enumerateGattErrors()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->fixLeOobPairingBypass()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->fixLePairingPasskeyEntryBypass()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->fixNonconnectableScannableAdvertisement()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->fixPairingFailureReasonFromRemote()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->forceBredrForSdpRetry()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->gattCleanupRestrictedHandles()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->gattDropAclOnOutOfResourcesFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->gattFixDeviceBusy()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->gattReconnectOnBtOnFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->gattRediscoverOnCanceled()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->gdxDeviceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->gdxServiceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->getAddressTypeApi()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->handleDeliverySendingFailureEvents()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->hfpCodecAptxVoice()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->higherL2capFlushThreshold()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->identityAddressNullIfUnknown()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->ignoreBondTypeForLe()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->isScoManagedByAudio()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->keepStoppedMediaBrowserService()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->keyMissingBroadcast()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->l2capTxCompleteCbInfo()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leAudioDevTypeDetectionFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leAudioFastBondParams()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->lePeriodicScanningReassembler()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leScanFixRemoteException()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leScanParametersFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leScanUseUidForImportance()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioActiveDeviceManagerGroupHandlingFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioAddSamplingFrequencies()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioApiSynchronizedBlockFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastAudioHandoverPolicies()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastFeatureSupport()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastMonitorSourceSyncStatus()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastVolumeControlForConnectedDevices()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioCallbackOnGroupStreamStatus()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioCodecConfigCallbackOrderFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioDynamicSpatialAudio()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioEnableHealthBasedActions()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioHalClientAsrc()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMcsTbsAuthorizationRebondFix()Z,unsupported
Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMulticodecAidlSupport()Z,unsupported
